,Id,GeographicAreaName,TotalPopulation,SexRatio(males per 100 females),Population_Under5Years,Population_5to9Years,Population_10to14Years,Population_15to19Years,Population_20to24Years,Population_25to34Years,Population_35to44Years,Population_45to54Years,Population_55to59Years,Population_60to64Years,Population_65to74Years,Population_75to84Years,Population_85YearsAndOver,MedianAgeInYears
23528,8600000US74644,ZCTA5 74644,428,105.8,17,20,53,32,21,35,34,52,46,31,57,24,6,45.4
23529,8600000US74646,ZCTA5 74646,159,109.2,3,21,39,0,0,17,9,11,7,22,15,2,13,34.9
23530,8600000US74647,ZCTA5 74647,3686,98.4,223,252,264,288,226,351,374,476,279,251,422,182,98,40.9
23531,8600000US74650,ZCTA5 74650,634,105.2,33,41,34,36,63,54,74,83,33,53,71,51,8,42.2
23532,8600000US74651,ZCTA5 74651,751,106.9,41,63,82,55,22,122,111,115,39,25,50,16,10,33.7
23533,8600000US74652,ZCTA5 74652,787,104.4,57,50,56,43,36,87,98,87,73,73,67,44,16,41.4
23534,8600000US74653,ZCTA5 74653,3723,107.9,285,273,290,313,293,459,392,407,252,192,268,192,107,33.5
23535,8600000US74701,ZCTA5 74701,25612,94.5,1738,1888,1606,1793,2178,3881,2975,2848,1483,1367,2122,1300,433,34.3
23536,8600000US74720,ZCTA5 74720,479,103.0,20,29,21,28,36,71,47,98,20,30,39,24,16,42.1
23537,8600000US74722,ZCTA5 74722,307,70.6,20,30,42,15,21,26,41,44,34,13,4,13,4,34.9
23538,8600000US74723,ZCTA5 74723,1328,101.2,69,109,81,82,27,159,123,139,66,113,242,75,43,46.5
23539,8600000US74724,ZCTA5 74724,353,120.6,34,29,36,16,14,63,41,18,26,25,35,16,0,31.8
23540,8600000US74726,ZCTA5 74726,2379,84.3,136,96,131,184,51,253,290,323,96,208,398,136,77,45.9
23541,8600000US74727,ZCTA5 74727,1813,92.5,162,142,120,61,98,251,164,173,130,125,210,138,39,39.7
23542,8600000US74728,ZCTA5 74728,11231,96.1,773,781,762,823,708,1256,1283,1448,742,649,1043,732,231,39.1
23543,8600000US74729,ZCTA5 74729,2869,95.7,140,134,210,193,166,323,310,409,206,191,318,225,44,43.3
23544,8600000US74730,ZCTA5 74730,4926,78.3,332,246,430,297,385,722,580,546,294,260,611,194,29,35.6
23545,8600000US74731,ZCTA5 74731,1549,107.4,54,98,60,106,30,118,198,253,119,64,189,155,105,50.4
23546,8600000US74733,ZCTA5 74733,3302,98.0,238,182,237,259,78,456,329,483,214,191,427,152,56,42.3
23547,8600000US74734,ZCTA5 74734,1169,96.5,91,53,47,74,68,141,115,166,93,96,112,92,21,44.3
23548,8600000US74735,ZCTA5 74735,1650,89.2,64,69,78,157,69,133,202,224,125,133,248,125,23,46.8
23549,8600000US74736,ZCTA5 74736,1142,100.4,77,134,98,49,71,108,135,132,67,103,87,78,3,38.8
23550,8600000US74738,ZCTA5 74738,690,112.3,44,47,59,32,54,71,92,80,64,57,58,25,7,38.9
23551,8600000US74740,ZCTA5 74740,2455,93.8,133,155,215,138,139,158,313,353,146,185,317,134,69,44.1
23552,8600000US74741,ZCTA5 74741,1111,105.4,67,72,38,57,65,110,135,171,88,76,114,82,36,45.9
23553,8600000US74743,ZCTA5 74743,8108,88.4,560,547,662,455,379,869,818,970,549,632,912,545,210,42.2
23554,8600000US74745,ZCTA5 74745,9564,97.5,798,622,639,581,618,1447,1004,1106,628,504,931,555,131,36.0
23555,8600000US74747,ZCTA5 74747,182,65.5,6,5,2,13,3,14,13,8,23,21,11,60,3,60.8
23556,8600000US74748,ZCTA5 74748,658,102.5,31,71,54,50,26,104,62,66,33,33,60,58,10,34.6
23557,8600000US74750,ZCTA5 74750,316,92.7,11,11,27,27,17,27,27,33,20,28,52,32,4,48.2
23558,8600000US74753,ZCTA5 74753,30,100.0,0,0,0,0,0,0,0,15,15,0,0,0,0,
23559,8600000US74754,ZCTA5 74754,294,167.3,25,14,4,8,0,28,43,27,25,21,71,24,4,54.8
23560,8600000US74755,ZCTA5 74755,64,156.0,0,15,0,0,0,13,0,0,0,0,36,0,0,65.5
23561,8600000US74756,ZCTA5 74756,721,95.9,32,37,60,37,46,102,56,102,60,52,74,63,0,42.4
23562,8600000US74759,ZCTA5 74759,1553,95.3,121,102,127,140,69,183,213,165,81,68,172,80,32,36.9
23563,8600000US74760,ZCTA5 74760,369,96.3,26,20,28,3,53,60,49,43,30,26,18,13,0,33.4
23564,8600000US74761,ZCTA5 74761,54,86.2,6,0,6,1,0,13,3,6,1,4,4,4,6,36.5
23565,8600000US74764,ZCTA5 74764,3761,103.8,216,192,326,272,167,433,461,495,343,209,414,184,49,41.4
23566,8600000US74766,ZCTA5 74766,1543,92.6,56,168,124,103,79,225,142,204,85,123,151,64,19,35.9
23567,8600000US74801,ZCTA5 74801,22367,93.0,1637,1626,1559,1167,1381,3026,2866,2628,1555,1517,2055,1079,271,37.6
23568,8600000US74804,ZCTA5 74804,20413,89.4,1157,1332,1208,1886,1859,2517,2300,2336,1189,1025,1912,1141,551,36.0
23569,8600000US74820,ZCTA5 74820,31342,96.2,1960,1944,2099,2312,2776,4645,3663,3367,1742,1854,2814,1625,541,34.8
23570,8600000US74824,ZCTA5 74824,1439,104.1,100,83,113,105,71,170,186,147,81,115,161,85,22,40.3
23571,8600000US74825,ZCTA5 74825,2019,88.3,86,121,182,136,96,199,226,287,131,133,249,137,36,43.8
23572,8600000US74826,ZCTA5 74826,1153,84.8,78,82,105,94,39,121,162,125,58,62,135,60,32,39.1
23573,8600000US74827,ZCTA5 74827,295,79.9,4,21,13,21,20,22,11,28,29,11,82,23,10,55.6
23574,8600000US74829,ZCTA5 74829,1510,364.6,16,26,28,47,88,255,333,322,109,48,142,63,33,43.2
23575,8600000US74830,ZCTA5 74830,244,103.3,16,17,19,26,19,7,27,49,9,10,30,14,1,41.5
23576,8600000US74831,ZCTA5 74831,703,106.8,32,50,61,65,46,78,72,80,23,64,72,38,22,38.2
23577,8600000US74832,ZCTA5 74832,923,93.9,71,79,63,38,68,153,47,156,55,47,72,58,16,34.4
23578,8600000US74833,ZCTA5 74833,725,106.6,44,61,58,68,61,94,58,63,35,61,78,36,8,32.6
23579,8600000US74834,ZCTA5 74834,7673,98.6,531,595,451,493,307,902,872,986,592,597,834,376,137,41.4
23580,8600000US74836,ZCTA5 74836,175,224.1,22,0,15,0,0,0,99,0,0,0,11,0,28,43.0
23581,8600000US74837,ZCTA5 74837,321,81.4,36,19,20,23,56,26,26,33,26,16,22,12,6,26.4
23582,8600000US74839,ZCTA5 74839,870,101.4,26,66,52,66,49,115,135,146,39,47,71,49,9,38.6
23583,8600000US74840,ZCTA5 74840,1833,106.2,125,116,102,145,102,258,204,255,118,105,168,106,29,38.7
23584,8600000US74842,ZCTA5 74842,111,91.4,0,13,0,9,0,20,7,16,0,12,34,0,0,48.8
23585,8600000US74843,ZCTA5 74843,316,93.9,26,23,21,18,4,47,16,28,36,23,42,18,14,45.5
23586,8600000US74844,ZCTA5 74844,495,122.0,79,46,30,6,41,111,24,24,63,30,23,12,6,27.5
23587,8600000US74845,ZCTA5 74845,456,92.4,45,21,48,35,40,44,56,58,22,23,30,28,6,34.0
23588,8600000US74848,ZCTA5 74848,8051,132.4,523,458,461,439,629,1443,993,877,462,436,749,365,216,35.9
23589,8600000US74849,ZCTA5 74849,3076,102.5,155,139,279,246,209,316,405,424,159,167,314,183,80,38.8
23590,8600000US74850,ZCTA5 74850,302,106.8,5,8,27,16,3,19,40,30,28,46,54,23,3,55.8
23591,8600000US74851,ZCTA5 74851,10723,83.6,456,634,952,768,562,1526,1602,1536,707,549,1025,313,93,37.9
23592,8600000US74852,ZCTA5 74852,1533,110.3,120,98,61,148,70,158,196,165,75,147,157,111,27,41.8
23593,8600000US74854,ZCTA5 74854,1951,96.7,167,139,108,123,130,211,210,273,122,127,223,85,33,41.3
23594,8600000US74855,ZCTA5 74855,4917,102.4,239,282,301,354,241,460,556,697,414,378,580,353,62,45.6
23595,8600000US74856,ZCTA5 74856,842,92.7,35,41,46,45,119,73,79,133,83,69,64,24,31,43.5
23596,8600000US74857,ZCTA5 74857,9351,107.9,419,585,581,623,539,1091,1184,1423,951,777,745,284,149,42.4
23597,8600000US74859,ZCTA5 74859,6204,94.3,417,437,449,337,366,679,691,909,450,295,667,375,132,40.5
23598,8600000US74860,ZCTA5 74860,1750,102.5,119,175,121,122,118,218,173,161,122,133,153,110,25,35.2
23599,8600000US74864,ZCTA5 74864,4828,96.7,210,364,218,318,381,515,483,742,271,335,484,373,134,43.9
23600,8600000US74865,ZCTA5 74865,1777,99.9,120,127,150,148,118,186,167,236,128,101,128,137,31,37.5
23601,8600000US74867,ZCTA5 74867,723,91.3,41,35,45,82,54,39,69,86,65,63,118,24,2,44.4
23602,8600000US74868,ZCTA5 74868,13133,93.2,848,871,971,1092,783,1561,1570,1521,832,894,1193,725,272,38.1
23603,8600000US74869,ZCTA5 74869,715,103.1,10,50,27,57,4,32,131,145,74,11,117,48,9,48.0
23604,8600000US74871,ZCTA5 74871,2555,94.3,192,156,180,123,95,265,273,377,155,183,277,222,57,44.8
23605,8600000US74872,ZCTA5 74872,3384,116.0,310,215,220,257,279,397,428,398,165,168,322,171,54,35.5
23606,8600000US74873,ZCTA5 74873,12167,96.2,819,829,999,992,751,1293,1544,1579,796,752,1099,541,173,36.7
23607,8600000US74875,ZCTA5 74875,1314,87.7,88,134,96,72,86,180,177,153,64,92,77,77,18,35.0
23608,8600000US74878,ZCTA5 74878,1295,112.6,73,46,62,65,36,166,135,193,120,126,210,52,11,49.1
23609,8600000US74880,ZCTA5 74880,2029,117.9,86,117,188,128,123,287,197,187,138,220,201,119,38,40.5
23610,8600000US74881,ZCTA5 74881,5135,102.0,353,438,398,362,204,635,632,629,372,373,495,201,43,36.9
23611,8600000US74883,ZCTA5 74883,2365,89.0,114,131,188,185,115,175,338,343,161,151,245,159,60,42.6
23612,8600000US74884,ZCTA5 74884,5705,101.0,354,384,419,324,268,609,652,706,480,380,646,311,172,42.3
23613,8600000US74901,ZCTA5 74901,1821,90.5,123,146,135,87,109,198,229,172,147,135,203,100,37,40.9
23614,8600000US74902,ZCTA5 74902,4114,88.7,295,312,287,232,241,524,491,500,238,259,454,216,65,38.3
23615,8600000US74930,ZCTA5 74930,2201,95.3,185,160,183,82,171,199,246,328,159,139,218,113,18,38.5
23616,8600000US74931,ZCTA5 74931,1242,105.3,44,46,46,94,99,145,124,243,89,65,148,83,16,45.9
23617,8600000US74932,ZCTA5 74932,2467,93.0,122,229,176,172,149,314,369,288,157,125,194,124,48,37.2
23618,8600000US74935,ZCTA5 74935,190,120.9,9,14,13,15,13,25,20,17,16,17,12,18,1,38.5
23619,8600000US74936,ZCTA5 74936,1169,106.5,58,44,98,95,85,116,144,175,121,49,104,66,14,40.4
23620,8600000US74937,ZCTA5 74937,5463,105.1,447,316,359,431,353,640,682,614,391,282,528,330,90,37.4
23621,8600000US74939,ZCTA5 74939,1217,313.9,19,65,14,34,55,197,366,153,62,77,110,62,3,41.4
23622,8600000US74940,ZCTA5 74940,2953,111.4,162,189,244,192,197,345,349,451,274,128,266,123,33,38.8
23623,8600000US74941,ZCTA5 74941,2636,91.4,184,202,179,209,142,332,287,240,190,197,317,114,43,38.2
23624,8600000US74942,ZCTA5 74942,150,120.6,15,6,15,12,0,21,12,20,13,5,13,12,6,39.5
23625,8600000US74943,ZCTA5 74943,161,126.8,13,11,14,5,5,20,8,21,36,12,7,6,3,50.2
23626,8600000US74944,ZCTA5 74944,1094,109.2,83,73,85,58,55,131,105,178,60,69,142,54,1,39.3
23627,8600000US74945,ZCTA5 74945,435,99.5,16,37,20,29,20,44,75,48,35,27,61,21,2,43.1
23628,8600000US74946,ZCTA5 74946,117,95.0,5,8,10,6,6,16,17,31,6,4,3,3,2,36.9
23629,8600000US74948,ZCTA5 74948,11437,90.8,696,567,673,737,616,1163,1335,1905,862,767,1393,548,175,44.6
23630,8600000US74949,ZCTA5 74949,307,102.0,12,27,39,17,10,21,28,43,34,14,50,9,3,42.8
23631,8600000US74951,ZCTA5 74951,1395,95.7,122,101,122,81,68,179,179,132,108,75,130,78,20,36.5
23632,8600000US74953,ZCTA5 74953,12089,92.6,786,835,799,903,680,1709,1319,1581,719,794,1135,554,275,38.4
23633,8600000US74954,ZCTA5 74954,5256,96.9,395,328,294,355,494,750,582,595,297,229,483,348,106,35.3
23634,8600000US74955,ZCTA5 74955,15713,100.4,1148,1131,1247,1008,853,1995,1687,1871,1229,867,1570,887,220,37.9
23635,8600000US74956,ZCTA5 74956,1969,93.4,136,170,157,180,61,225,317,146,106,132,137,175,27,37.6
23636,8600000US74957,ZCTA5 74957,1159,98.1,101,89,97,43,57,129,117,87,82,86,151,102,18,40.0
23637,8600000US74959,ZCTA5 74959,7063,104.5,447,370,494,391,485,749,790,896,582,505,856,366,132,42.3
23638,8600000US74960,ZCTA5 74960,13455,99.7,1057,1078,1080,909,851,1790,1426,1642,873,666,1174,685,224,34.8
23639,8600000US74962,ZCTA5 74962,4585,105.1,227,246,364,364,191,496,563,629,352,210,534,344,65,43.4
23640,8600000US74963,ZCTA5 74963,522,130.0,34,46,46,19,42,39,65,80,15,50,59,23,4,40.5
23641,8600000US74964,ZCTA5 74964,2822,94.4,171,221,165,186,168,293,325,423,158,214,365,116,17,41.4
23642,8600000US74965,ZCTA5 74965,5263,97.0,386,391,428,385,285,572,858,557,339,394,407,244,17,37.8
23643,8600000US74966,ZCTA5 74966,3493,105.5,143,198,257,275,110,347,386,538,260,230,500,207,42,45.5
23644,8600000US97001,ZCTA5 97001,338,55.8,0,21,15,17,0,34,41,64,76,22,30,18,0,52.2
23645,8600000US97002,ZCTA5 97002,6657,106.3,213,327,412,502,325,776,606,1068,415,535,971,428,79,47.4
23646,8600000US97004,ZCTA5 97004,4241,107.3,223,228,166,124,104,390,531,575,403,412,685,292,108,50.4
23647,8600000US97005,ZCTA5 97005,26329,91.0,1702,1440,1467,1399,1581,5244,3477,3655,1631,1305,1932,929,567,35.6
23648,8600000US97006,ZCTA5 97006,74070,101.9,4855,4577,4970,4560,5047,15478,11467,8747,3840,3347,4589,1820,773,33.3
23649,8600000US97007,ZCTA5 97007,72299,97.9,4034,4548,5357,4961,4543,9515,11279,9784,5092,4378,5913,2226,669,37.9
23650,8600000US97008,ZCTA5 97008,29916,100.3,1654,1514,1706,1386,2110,4838,4352,3976,1748,2036,2693,1202,701,38.7
23651,8600000US97009,ZCTA5 97009,8603,107.6,444,559,419,421,517,862,1039,1205,692,559,1011,715,160,45.5
23652,8600000US97011,ZCTA5 97011,840,106.9,0,31,28,55,35,159,91,118,56,41,98,55,73,48.1
23653,8600000US97013,ZCTA5 97013,24138,97.0,1240,1567,1867,1767,996,3014,2845,3131,1662,1913,2493,1165,478,40.1
23654,8600000US97014,ZCTA5 97014,1388,108.7,177,131,49,55,52,152,138,127,66,148,222,52,19,38.3
23655,8600000US97015,ZCTA5 97015,23633,106.2,1554,1392,1270,1716,1674,4110,3115,3254,1206,1206,1831,1074,231,35.2
23656,8600000US97016,ZCTA5 97016,6224,91.1,298,377,267,383,362,634,651,849,433,517,906,382,165,48.1
23657,8600000US97017,ZCTA5 97017,3407,99.1,132,277,221,258,291,200,442,376,255,245,477,233,0,43.1
23658,8600000US97018,ZCTA5 97018,1789,108.3,55,65,65,125,69,206,132,266,184,129,337,79,77,51.0
23659,8600000US97019,ZCTA5 97019,3167,93.6,99,163,151,290,144,208,368,514,360,248,486,78,58,49.1
23660,8600000US97020,ZCTA5 97020,918,98.3,54,52,68,34,42,102,147,138,79,68,82,52,0,42.0
23661,8600000US97021,ZCTA5 97021,1012,121.9,72,36,55,67,69,71,162,93,76,96,124,68,23,42.6
23662,8600000US97022,ZCTA5 97022,3386,92.7,0,34,274,168,385,162,450,551,301,292,559,172,38,50.0
23663,8600000US97023,ZCTA5 97023,9968,96.6,431,470,591,572,405,1456,857,1344,831,792,1322,455,442,47.5
23664,8600000US97024,ZCTA5 97024,10344,79.5,565,377,671,466,564,1676,1447,1561,789,745,1075,255,153,40.3
23665,8600000US97026,ZCTA5 97026,4468,119.0,338,430,382,464,272,721,552,620,99,246,235,63,46,29.9
23666,8600000US97027,ZCTA5 97027,12521,85.6,331,857,1205,821,549,1855,1616,1567,650,907,1202,626,335,38.7
23667,8600000US97028,ZCTA5 97028,192,308.5,0,10,16,0,0,30,0,22,16,36,29,33,0,61.1
23668,8600000US97029,ZCTA5 97029,269,96.4,10,12,15,35,10,37,25,35,13,23,46,6,2,38.3
23669,8600000US97030,ZCTA5 97030,38358,93.3,2376,2598,2219,2338,2802,5685,5204,4370,2198,2478,3112,1635,1343,36.8
23670,8600000US97031,ZCTA5 97031,18902,94.9,1080,1146,1427,1213,1108,2239,2497,2675,1285,1279,1728,797,428,39.7
23671,8600000US97032,ZCTA5 97032,5048,108.3,561,466,327,177,109,822,654,554,457,370,359,122,70,36.4
23672,8600000US97033,ZCTA5 97033,50,233.3,4,0,0,0,0,11,0,3,20,0,0,12,0,55.5
23673,8600000US97034,ZCTA5 97034,18656,92.8,698,939,1677,1036,544,1102,1949,3059,1667,1379,2618,1438,550,49.6
23674,8600000US97035,ZCTA5 97035,26977,97.5,1322,1413,1730,1660,1263,3162,3415,4112,2173,2144,3129,917,537,43.4
23675,8600000US97037,ZCTA5 97037,975,108.8,27,41,48,69,69,69,92,195,55,92,145,51,22,50.5
23676,8600000US97038,ZCTA5 97038,15676,95.9,978,1374,1154,997,663,1874,2112,1890,1101,962,1738,645,188,39.8
23677,8600000US97039,ZCTA5 97039,552,123.5,37,32,34,34,47,53,75,81,44,28,25,46,16,40.4
23678,8600000US97040,ZCTA5 97040,1623,120.8,103,62,149,90,41,183,307,182,95,143,199,45,24,40.1
23679,8600000US97041,ZCTA5 97041,2979,134.8,192,94,272,269,180,399,498,369,121,191,220,164,10,37.3
23680,8600000US97042,ZCTA5 97042,2964,109.9,64,118,247,179,186,348,322,382,221,289,428,167,13,45.3
23681,8600000US97045,ZCTA5 97045,56250,95.6,3697,3188,3672,3076,2749,7124,7879,7510,3807,3740,6383,2557,868,40.7
23682,8600000US97048,ZCTA5 97048,7756,102.9,359,512,328,509,390,974,794,1070,643,715,995,397,70,45.1
23683,8600000US97049,ZCTA5 97049,1647,116.7,66,136,69,54,112,176,251,222,141,172,210,32,6,42.6
23684,8600000US97050,ZCTA5 97050,173,116.3,3,8,1,6,0,8,17,15,29,9,52,25,0,59.9
23685,8600000US97051,ZCTA5 97051,16977,98.7,1027,1326,920,1062,959,2212,2410,2312,1212,1364,1471,421,281,38.3
23686,8600000US97053,ZCTA5 97053,3248,111.6,170,178,155,136,76,258,425,334,192,416,529,199,180,52.5
23687,8600000US97054,ZCTA5 97054,1541,85.2,69,57,91,124,55,78,136,164,143,169,353,93,9,54.8
23688,8600000US97055,ZCTA5 97055,18923,97.0,1230,1100,1267,1151,856,2586,2871,1991,1229,1873,1848,654,267,39.2
23689,8600000US97056,ZCTA5 97056,11678,105.1,680,791,708,671,626,1271,1453,1889,610,954,1029,758,238,42.1
23690,8600000US97057,ZCTA5 97057,9,200.0,0,0,4,1,0,0,1,0,0,0,0,0,3,17.5
23691,8600000US97058,ZCTA5 97058,20619,99.2,1331,1394,1341,1124,1185,2737,2447,2207,1442,1362,2287,1126,636,39.7
23692,8600000US97060,ZCTA5 97060,22471,107.2,1678,1725,1662,1287,1639,3686,3118,3250,1196,936,1631,485,178,33.8
23693,8600000US97062,ZCTA5 97062,28694,92.7,1817,1926,1891,1828,1570,3629,4622,3821,1923,1891,2625,862,289,38.8
23694,8600000US97063,ZCTA5 97063,900,101.3,42,13,18,13,6,78,39,96,93,94,297,83,28,62.1
23695,8600000US97064,ZCTA5 97064,3167,113.3,104,233,163,240,53,330,419,463,187,265,396,256,58,45.9
23696,8600000US97065,ZCTA5 97065,598,112.8,6,36,24,35,2,43,81,42,69,62,96,92,10,57.7
23697,8600000US97067,ZCTA5 97067,1745,127.2,65,13,19,17,29,128,106,198,166,326,443,193,42,62.5
23698,8600000US97068,ZCTA5 97068,29582,96.4,1605,2153,2145,2310,1180,2220,3544,4758,2470,2242,3352,1172,431,44.0
23699,8600000US97070,ZCTA5 97070,25101,84.6,1605,1439,1331,1134,1961,4133,3471,3216,1742,1378,1952,1201,538,37.3
23700,8600000US97071,ZCTA5 97071,29796,93.3,2471,2414,2581,2188,1786,3846,3317,3381,1593,1539,2561,1522,597,33.8
23701,8600000US97080,ZCTA5 97080,44335,98.6,2917,2470,3395,2761,2487,5538,5945,6113,3250,3035,4523,1461,440,39.1
23702,8600000US97086,ZCTA5 97086,30858,100.7,1545,1972,2160,1980,2433,3055,4708,4584,1909,1941,2626,1218,727,39.8
23703,8600000US97089,ZCTA5 97089,13765,95.4,718,913,751,902,813,1438,2018,1786,1072,1241,1385,609,119,42.4
23704,8600000US97101,ZCTA5 97101,4278,98.0,300,313,303,286,181,427,582,608,272,348,475,129,54,40.8
23705,8600000US97102,ZCTA5 97102,318,93.9,0,11,9,17,0,17,0,42,39,10,114,59,0,65.4
23706,8600000US97103,ZCTA5 97103,17677,100.9,992,698,1177,1121,725,2193,2120,2210,1357,1609,2331,778,366,44.1
23707,8600000US97106,ZCTA5 97106,4908,117.8,281,268,431,444,335,551,757,702,263,257,414,191,14,37.8
23708,8600000US97107,ZCTA5 97107,1828,107.7,74,140,87,76,72,209,178,236,228,142,220,98,68,47.0
23709,8600000US97108,ZCTA5 97108,640,53.5,23,51,53,51,12,88,64,20,66,67,101,39,5,36.8
23710,8600000US97109,ZCTA5 97109,538,92.8,29,32,22,21,29,29,102,86,67,10,68,43,0,45.5
23711,8600000US97110,ZCTA5 97110,1166,55.1,37,70,81,100,60,63,238,123,84,153,63,75,19,42.9
23712,8600000US97111,ZCTA5 97111,3572,85.9,161,240,244,189,351,366,367,476,228,305,465,154,26,40.8
23713,8600000US97112,ZCTA5 97112,1867,113.9,101,85,135,97,113,164,227,175,142,188,224,131,85,45.6
23714,8600000US97113,ZCTA5 97113,14918,104.9,921,1271,1054,1212,989,2082,1911,1920,1044,748,1037,555,174,34.5
23715,8600000US97114,ZCTA5 97114,5102,100.4,293,410,485,318,159,787,593,606,258,326,651,153,63,36.5
23716,8600000US97115,ZCTA5 97115,4008,88.0,241,224,325,312,232,407,500,502,332,321,379,169,64,40.4
23717,8600000US97116,ZCTA5 97116,27281,98.2,1690,1732,1587,2362,2724,3624,3335,3108,1408,1592,2282,1005,832,34.8
23718,8600000US97117,ZCTA5 97117,719,144.6,23,42,74,25,20,19,93,107,65,71,147,26,7,50.5
23719,8600000US97118,ZCTA5 97118,797,104.4,6,12,43,43,61,58,80,79,59,88,156,82,30,56.8
23720,8600000US97119,ZCTA5 97119,4527,112.0,150,123,318,274,280,444,488,522,601,472,609,156,90,49.1
23721,8600000US97121,ZCTA5 97121,1402,108.3,76,80,80,31,21,210,126,145,176,65,194,178,20,49.1
23722,8600000US97122,ZCTA5 97122,396,87.7,10,42,9,0,15,18,30,67,34,53,82,36,0,55.7
23723,8600000US97123,ZCTA5 97123,49317,98.9,3472,3673,3469,3019,2937,6990,7531,6707,2828,2595,3927,1398,771,36.1
23724,8600000US97124,ZCTA5 97124,55170,99.9,3907,3968,2944,2840,3566,11602,8196,6778,2991,2315,3817,1564,682,33.8
23725,8600000US97125,ZCTA5 97125,281,83.7,0,0,15,44,31,56,30,28,0,14,53,0,10,34.8
23726,8600000US97127,ZCTA5 97127,4149,104.5,152,256,299,402,300,464,866,738,183,158,231,65,35,37.3
23727,8600000US97128,ZCTA5 97128,37993,97.5,2092,2924,2195,2480,3046,4365,4563,3977,2557,2367,3967,2384,1076,38.9
23728,8600000US97130,ZCTA5 97130,435,114.3,0,15,0,0,0,11,7,45,65,98,102,57,35,62.8
23729,8600000US97131,ZCTA5 97131,2751,121.1,67,111,144,190,82,228,273,308,283,214,573,189,89,54.2
23730,8600000US97132,ZCTA5 97132,29732,96.5,1993,1627,1809,2501,2307,4288,3699,3507,1773,1641,2629,1374,584,35.8
23731,8600000US97133,ZCTA5 97133,4734,101.4,190,276,264,343,325,752,397,764,258,444,496,173,52,41.3
23732,8600000US97134,ZCTA5 97134,290,128.3,0,0,0,23,0,0,18,47,15,87,72,0,28,60.7
23733,8600000US97135,ZCTA5 97135,716,63.8,16,24,107,27,24,29,48,27,84,105,74,128,23,59.5
23734,8600000US97136,ZCTA5 97136,1590,91.6,39,37,104,67,54,91,166,154,108,232,417,77,44,59.4
23735,8600000US97137,ZCTA5 97137,1385,108.9,77,123,96,138,92,127,173,183,100,103,97,58,18,35.9
23736,8600000US97138,ZCTA5 97138,10693,98.0,580,548,547,463,981,982,1451,1107,817,883,1471,643,220,43.3
23737,8600000US97140,ZCTA5 97140,26248,95.8,1977,2099,2222,2049,1145,2265,4327,4278,1548,1492,1814,734,298,37.9
23738,8600000US97141,ZCTA5 97141,14035,102.1,876,973,853,549,711,1880,1634,1758,850,1004,1812,717,418,41.3
23739,8600000US97144,ZCTA5 97144,117,225.0,0,0,0,0,19,0,0,36,35,8,19,0,0,56.5
23740,8600000US97145,ZCTA5 97145,352,127.1,0,0,8,14,16,73,2,20,38,18,73,56,34,61.4
23741,8600000US97146,ZCTA5 97146,6698,102.0,311,331,435,430,429,1010,608,793,369,558,913,393,118,41.6
23742,8600000US97147,ZCTA5 97147,349,55.8,10,16,10,14,0,43,29,20,20,52,69,41,25,61.5
23743,8600000US97148,ZCTA5 97148,4288,104.8,191,122,406,425,292,375,596,563,275,421,426,112,84,40.1
23744,8600000US97149,ZCTA5 97149,721,94.9,0,25,0,23,48,64,0,170,23,150,178,40,0,61.3
23745,8600000US97201,ZCTA5 97201,17993,103.3,349,444,302,1684,3100,4045,2285,1564,765,650,1599,924,282,31.3
23746,8600000US97202,ZCTA5 97202,43371,91.7,2578,2075,1807,2466,2232,9318,7959,5602,1889,2159,3241,1386,659,36.4
23747,8600000US97203,ZCTA5 97203,34890,99.3,2434,2072,1795,2869,3104,7170,6476,3500,1402,1212,1790,784,282,32.0
23748,8600000US97204,ZCTA5 97204,1036,220.7,10,0,10,16,53,251,229,144,130,87,92,14,0,43.5
23749,8600000US97205,ZCTA5 97205,7462,100.6,133,77,75,167,588,1621,862,1002,479,989,917,330,222,46.6
23750,8600000US97206,ZCTA5 97206,52996,98.8,2906,2788,2377,2272,3219,10132,10768,6855,3126,2560,3890,1433,670,36.9
23751,8600000US97208,ZCTA5 97208,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
23752,8600000US97209,ZCTA5 97209,18982,124.7,240,169,194,170,854,6075,3101,2244,1330,1615,2386,453,151,39.9
23753,8600000US97210,ZCTA5 97210,11877,99.9,324,348,391,350,476,3839,1580,1237,799,727,1278,437,91,35.8
23754,8600000US97211,ZCTA5 97211,35429,97.0,1740,1778,1675,1547,2183,7458,7238,5003,1653,1692,2307,924,231,36.1
23755,8600000US97212,ZCTA5 97212,26562,95.5,1381,1443,1527,1014,960,4306,4595,4414,1718,1655,2541,766,242,40.5
23756,8600000US97213,ZCTA5 97213,33011,98.4,1864,1807,1542,1191,1754,5424,6242,5104,2136,1744,2752,1153,298,39.9
23757,8600000US97214,ZCTA5 97214,26853,104.0,1091,1050,847,491,1578,8115,5240,3788,1108,1254,1545,443,303,35.3
23758,8600000US97215,ZCTA5 97215,18934,92.0,986,998,790,566,787,3911,2836,2800,1229,1425,1885,446,275,40.4
23759,8600000US97216,ZCTA5 97216,16965,106.1,1118,1010,612,852,944,3153,2516,2507,709,1347,964,662,571,37.1
23760,8600000US97217,ZCTA5 97217,34709,97.8,1831,1599,1469,876,1372,8031,7281,4855,1625,2040,2589,858,283,37.3
